Id,Company_Name,Company_Type,Sales_Growth,Annual_Revenue_US$M,No_of_Employees,Phone_numberTelephone,Company_Summary,Swot_Overview,Headquarters_Address_line1,Headquarters_Address_Line2,Headquarters_Zip_Code,Ticker_Exchange,Thomson_Rep_No,Annual_Revenue_Year,Fiscal_Year_End,Fax,URL,Incorporation_Year,Products,Services,Brands,Entity_Type,Headquarters,Headquarters_StateProvince,Headquarters_City,Primary_Sector,Company_Themes,Deal_Count,Deal_Value,Investors_Count,Investor_Names,Advisors_Count,Last_MA_Co,Funding Rounds,Total_Funding_US$m,Last__funding_date,Days_since_last_funding,Round Of Financing (Last),Deal_Subtype_1_Last,Deal_Subtype_2_Last,Deal_Subtype_3_Last,Deal_Subtype_4_Last,News_Count,Patents_Count,Patents_Filings_Count,Patents_Grants_Count,Fillings_Count,Filings_Sentiment,Filings_Mentions,Active_Jobs,Posted_Jobs,Closed_Jobs,Total_Projects_Count,Projects_Count,Total_Noof_Mining_Projects,Noof_Mining_Projects,Install_Base_Counts,Estimated_ICT_Spends,Net_Income_US$m,Operating_Income_US$m,Research_and_Development_USD,Cash_And_Equivalents_USD,Total_Assets_USD,Total_Liabilities_USD,EVSales_,Market_Cap_US$m,Enterprise_Value_US$m,PE_Ratio_,EVEBITDA_,Capital_Raised_Past_3_Years_US$m,Grants_Received_Past_3_Years_US$m,Gross_Margin_,Net_Profit_Margin_,Operating_Margin_,PBT_Margin_,Profit_Markup_,Return_on_Assets_,Return_on_Capital_Employed_,Return_on_Equity_,Return_on_Fixed_Assets_ROFA_,Return_on_Working_Capital_,EBITDA_Growth_,EPS_Growth_,Net_Income_Growth_,Operating_Income_Growth_,Sales_Growth_,Working_Capital_Growth_,Book_Value_per_Share_USD,Cash_Value_per_Share_USD,Dividend_per_share_USD,Dividend_Yield_,Diluted_EPS_US$,Administration_costs_,Overhead_costs_,Cash_Ratio_Absolute,Current_Ratio_Absolute,Quick_Ratio_Absolute,Debt_to_Equity_Ratio_Absolute,Debt_to_Capital_Ratio_Absolute,Net_Debt_to_Equity_Absolute,Asset_Turnover_Absolute,Capex_to_sales_,Capital_Employed_Turnover_Absolute,Current_Asset_Turnover_Absolute,Fixed_Asset_Turnover_Absolute,Inventory_Turnover_Absolute,R_and_D_to_Sales_,Working_Capital_Turnover_Absolute,Net_Income_per_Employee_USD,Revenue_per_Employee_USD,Market_Capitalization_Million_USD,PE_PriceEarnings_Ratio,Enterprise_ValueOperating_Profit,Dividend_Yield,Enterprise_ValueTotal_Assets,EVEBITDA,Enterprise_ValueSales,Enterprise_ValueMillion_USD
372952,Data Modul AG,Public,###############################################################################################################################################################################################################################################################,219.09,460,49 89 560170,"Data Modul AG (Data Modul), a subsidiary of Arrow Electronics Inc, operates as a provider of visual solutions. It carries out the business of development, manufacturing and distribution of flatbed displays, monitors, electronic subassemblies and information systems. The company's product portfolio includes industrial thin film transistor (TFT) displays, touch solutions, embedded boards, passive displays, organic light-emitting diode (OLED), easytouch solutions, resistive touch screens, embedded boards and computing solutions. It offers products to mechanical engineering, automation and robotics, medicine and healthcare, marine, gaming and automotive industries, among others. The company operates in China, Spain, Hong Kong, Germany, France, Italy, Switzerland, Poland, the UK, Singapore and the US. Data Modul is headquartered in Munich, Germany.",,Landsberger Str. 322,,80687,DAM,A3E72,,12,49 89 56017119,www.data-modul.com,1972,Products:  TFT Displays Passive Displays Organic Light-Emitting Diode (OLED) Touch Displays Easytouch Solutions Resistive Touch Screens Optical Human Interface (HMI) Optical Bonding Solutions Embedded Computing Solutions Liquid Control Display (LCD) Boards Embedded Boards Monitors Information Systems,,,Subsidiary,Germany,,Muenchen,Industrial Goods and Machinery,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62,13.48,5.17,30.39,174.37,53.69,0.98,233.92,201.53,27.97,,0,0,21.74,3.94,6.16,5.78,27.79,5.03,9.44,7.14,36.58,14.33,13.55,26.19,16.23,16.04,-5.47,10.48,30.02,7.56,0.12,0.2,2.65,12.79,93.84,,3.99,2.1,0.14,0.12,-0.14,1.28,1.78,1.53,1.79,5.94,3.22,0.02,2.33,16441.3,417793.47,209.81,27.97,15.91,0.2,1.16,10.37,0.98,176.78
348381,Energieversorgung Leverkusen GmbH & Co KG,Private,1900-01-00,215.6,360,49 214 8661000,"Energieversorgung Leverkusen GmbH & Co KG (EVL) is an energy services company that offers electricity and natural gas services. The company offers distribution services for natural gas, electricity, drinking water and district heating to commercial, residential and industrial customers. It utility services, LED lighting, smart metering, issuing energy performance certificate, energy check, energy saving, online services and among others. EVL also offers consultancy services which include gas and water check, oil to natural gas conversion and energy consulting services. The company also organizes special support program for wind power and biogas projects. EVL is headquartered in Leverkusen, Germany.",,,Overfeldweg 23,51371,,,,12,49 214 8661443,www.evl-gmbh.de,2004,,"Services:  Distribution of Electricity, Gas and Water Utility Service Smart Metering Energy Performance Certificate Mobile Service Energy Check Energy Saving Electro Mobility Consulting",,Independent,Germany,Nordrhein-Westfalen,Leverkusen,Energy and Utilities,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
475922,M.M.Warburg & CO KGaA,Private,1900-01-00,214.73,673,49 40 32820,"M.M.Warburg & CO KGaA (MMWC) offers private, corporate, and institutional financial services along with its subsidiaries. Private services contain financial advisory and support, asset management, securities advising, macro research, and news and insights. Corporate services comprise equity capital markets, merger, acquisition, and privatization, financing related to equity, trade, real estate, project, and working capital, banking services, international shipping, and entrepreneur office services, Institutional services include equity and research, fixed income and liquidity management, special funds, alternative investments, and multi-smart Beta. It offers services to high net worth individuals, wealthy families, corporate, and institutional clients through a network of branch offices, representative offices, and online portals in Europe. MMWC is headquartered in Hamburg, Germany.","M.M.Warburg & CO KGaA (MMWC) is a bank based in Germany. Offerings and assets under management are a few of its key strengths, even as its fee-based business model could be an area for improvement. Competition, litigation risks, and changing regulations may affect the growth of the bank. However, rising HNWIs and their wealth, and emergence of fintech may offer significant growth opportunities for the bank.",Ferdinandstrasse 75,,20095,,,,12,49 40 36181000,www.mmwarburg.com,1798,,"Private Banking:  Financial Advisory and Support Securities Advising Asset Management  Research:  Macro Research News and Insights  Corporate Services:  Corporate Financing Advising:  Debt & Mezzanine Markets Merger, Acquisition, and Privatization Equity Capital Markets  Financing Solutions:  Equity Financing Trade Financing Special Financing Working Capital Financing Real Estate Financing Ship Financing Project Financing  Entrepreneurs Office Services International Shipping Services Banking Services  Institutional Services:  Equity and Research Fixed Income and Liquidity Management Currency and Interest Derivatives Special Funds Alternative Investments Multi-Smart Beta",,Parent,Germany,Hamburg,Hamburg,Financial Services,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2767,Msg Life AG,Public,1900-01-19,213.71,1172,49 711 949580,"Msg Life AG (Msg Life) is a technology company that offers insurance software services. The company offers product solution such as all-in-one, life, health, p and c, cross services, migration and test, online and sales. It offers software, consultation, cloud service, data security and maintenance services. Msg Life provides consulting services including business process optimization, product optimization and sales optimization services. The company also provides digitalisation, big data and analytics, in-force management, regulatory compliance, run-off, migration, cloud solutions and automatic processing services. Msg Life is headquartered in Leinfelden-Echterdingen, Germany.",,Humboldtstrasse 35,,70771,MSGL,A315C,,12,49 711 949589949,www.msg-life.com,1980,,Services:  Consulting Cloud Solutions Financial Reporting Proposal and Risk Assessment Pension Settlement and Documentation Policy Administration Subsidy Management Implementation of Regulatory Requirements Replacing Legacy Systems,,Independent,Germany,,Leinfelden-Echterdingen,Technology and Communications,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.47,12.78,0,26.11,93.83,44.14,0.48,140.76,103.81,15.05,,0,0,72.64,4.43,5.98,5.59,265.56,10.58,21.12,19.05,226.8,24.74,315.89,0,692.68,1462.49,19.69,16.26,1.02,0.54,0,0,0.23,64.61,94.02,,2.55,2.4,0,0.2,-0.18,2.39,1.82,3.53,2.66,37.94,17.26,0,4.14,7085.55,159957.3,122.42,14.84,8.53,,1.09,6.4,0.48,89.35
1066590,init innovation in traffic systems AG,Public,1900-01-15,205.96,1054,49 721 61000,"init innovation in traffic systems AG (init) offers information technology (IT) solutions to public transport companies. The company provides intelligent transportation systems (ITS) and electronic ticketing systems (ETS) for different modes of transport and traffic management. init develops, produces, installs and maintains integrated hardware and software solutions for smooth operations of public transportation. Its major solutions include planning and dispatching, ticketing and fare management, operations control and real-time passenger information. The company also offers technical, operational and customer services. It operates in Europe, North America, Asia Pacific, the Middle East and Oceania. init is headquartered in Karlsruhe, Germany.",,Kaeppelestrasse 4-10,,76131,IXX,A3ED4,,12,49 721 6100399,www.initse.com,1983,Products:  Telematics and Electronic Fare Collection Systems Planning and Data Management Systems Automotive Analysis Systems Driver Dispatch Systems,Services:  Technical Services Operational Services Customer Services,,Parent,Germany,,Karlsruhe,Technology and Communications,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.01,22.39,12.5,7.11,258.37,155.39,2.09,348.39,426.02,23.75,,0,0,34.53,8.26,10.87,10.37,52.75,6.99,12.88,16.52,36.32,35.16,23.19,32.92,31.7,20.95,15.47,21.09,9.1,3.24,0.55,1.14,1.73,19.27,89.13,,1.75,1.31,0.57,0.36,0.21,0.85,3.96,1.19,1.42,3.34,3.92,0.06,3.23,14159.39,171411.77,311.24,22.2,18.71,1.22,1.55,12.53,2.09,350.61
1586863,Siemens Bank GmbH,Private,1900-01-00,205.07,0,49 89 63625311,"Siemens Bank GmbH (Siemens Bank), a subsidiary of Siemens AG, is a provider of financial services. The bank operates through lending and guarantee, fee, deposit and treasury business segments. Its product range includes corporate loans, promissory note loans, and revolving loan facilities. Siemens Bank provides medium and long-term investment, project financing, revolving lines of credit and guarantee, ratings, risk management and control, asset liability and portfolio management services. The bank serves companies, special purpose entities and public-sector debtors. It operates offices in the UK and Singapore. Siemens Bank is headquartered in Munich, Bavaria, Germany.",,,Otto-Hahn-Ring 6,81739,,,,9,,www.siemens.com/siemens-bank,2010,Products: Corporate Loans Promissory Note Loans Revolving Loan Facilities,Services: Medium and Long-Term Investment Project Financing Revolving Lines of Credit and Guarantee Ratings Risk Management and Control Asset Liability Management Portfolio Management,,Subsidiary,Germany,Bayern,Munich,Financial Services,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2727023,ustra Hannoversche Verkehrsbetriebe AG,Public,###############################################################################################################################################################################################################################################################,204.21,2745,49 511 16680,"ustra Hannoversche Verkehrsbetriebe AG (Ustra Hannoversche Verkehrsbetriebe) operates as a transportation company that offers public transportation services. The company?s services include passenger transportation services, road transportation services, and bus transportation, rail transportation, and public transportation operations and management services, among others. It also provides buses operations and management services, car sharing and rental services, online shopping services, taxi operation services, and customer support services, among others. Ustra Hannoversche Verkehrsbetriebe offers ticketing services, travel safety information services, card services, route network solutions, animal transportation, and bicycle transportation services, among others. The company provides its services across Germany. Ustra Hannoversche Verkehrsbetriebe is headquartered in Hannover, Lower Saxony, Germany.",,Am Hohen Ufer 6,,30159,HVB,A7798,,12,49 511 16682010,www.uestra.de,1892,,Services :  Bus Transportation  Rail Transportation Road Transportation Passenger Transportation Public Transportation Ticketing,,Parent,Germany,,Hannover,Transport and Logistics,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-52.77,-52.48,0,33.13,530.36,548.84,0.93,229.02,214.8,-7.52,,0,0,73.18,-25.84,-25.7,-25.8,272.87,-9.76,-11.37,285.61,-14.79,-71.47,0,0,-66.93,-60.31,-19.33,29.09,-0.61,1.1,0.05,0,-2.79,91.32,125.7,,2.07,1.84,-4.93,1.25,0.84,0.38,23,0.44,1.38,0.58,3.78,0,2.78,-16861.93,65256.83,201.96,-7.52,,,0.41,-8.61,0.93,188.42
1723990,Erlanger Stadtwerke AG,Private,1900-01-00,202,0,49 9131 8234141,"Erlanger Stadtwerke AG (ESTW) is a utility service provider that offers distribution of electricity, heat, natural gas and water. The utility provides energy consulting services including advice on the power analysis, thermography, heating system modernization, solar consulting, instruments rental and use of solar energy. It offers operation inspection, school information, lectures on aspects of energy use, commercial customers advice, advice on funding and energy saving tips. ESTW also provides city traffic services such as timetable information, transport development plan, news and diversions, and passenger information systems. The utility offers energy saving and measuring device, and price calculator. It builds and manages street lighting in Erlangen city. ESTW is headquartered in Erlangen, Germany.",,,Aussere Brucker Strasse 33,91052,,,,12,49 9131 8234733,www.estw.de,1967,Products:  Energy Saving and Measuring Device Price Calculator,Services:  Energy Consulting Services: Advice on the Modernization of Heating Systems Power Consumption Analysis Instrument Rent Advice on the Use Of Solar Energy Commercial Customer Service Advice on Funding Operation Inspection School Information Energy Saving Tips Electricity Services Natural Gas Water Services,,Independent,Germany,Bayern,Erlangen,Power,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
9182,Eckert & Ziegler Strahlen- und Medizintechnik AG,Public,###############################################################################################################################################################################################################################################################,200.8,841,49 30 9410840,"Eckert & Ziegler Strahlen- und Medizintechnik AG (Eckert & Ziegler) is a medical device company that offers isotope technology products. The company offers radiation therapy, isotope and radio-pharma products. Eckert & Ziegler provides radiation therapy products for Brachytherapy, a minimally invasive procedure used as an effective treatment option for many types of cancer. Eckert & Ziegler offers environmental services such as disposal and conditioning of radioactive waste; dismantling, decommissioning and waste treatment. The company serves medical, scientific and industrial use. The company has its presence in the US, Brazil, Spain, Italy, France, Belgium, the UK, Austria, India, Poland and Germany. Eckert & Ziegler is headquartered in Berlin, Germany.",,Robert-Roessle-Str.10,,13125,EUZ,A4178,,12,49 30 941084112,www.ezag.com,1997,Products:  Radiopharma Radiochromatography Radiosynthesis Technology Radionuclides  Radiation Therapy: Seeds HDR afterloading Ophthalmic  Isotope Products: Isotrak Calibration Sources Industrial Sources Medical Imaging Sources,Services:  Environmental Services Return Services,,Parent,Germany,,Berlin,Medical Equipment,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.09,40.18,4.27,99.72,332.88,164.36,10.6,1750.26,1886.94,75.26,,0,0,49.13,12.99,20.01,18.59,96.57,8.08,14.51,15.48,60.02,28.49,8.17,-5.59,3.93,11.43,-1.32,20.07,7.18,4.25,0.45,0.51,1.08,25.61,79.99,,3.52,2.84,0.14,0.12,-0.46,0.62,5.06,0.73,1.1,3,2.77,0.02,1.42,27210.46,209439.95,1533.91,73.46,49.29,0.52,5.53,36.93,10.6,1613.94
182331,Piller Group GmbH,Private,1900-01-00,195.81,918,49 55 223110,"Piller Group GmbH (Piller), a subsidiary of Langley Holdings Plc, manufactures electrical systems for critical applications. It produces various rotary uninterruptible power supply (UPS) and static UPS technologies, ground power units, kinetic energy storage systems and batteries and 50/60Hz frequency converters. The company also offers various frequency converters and energy storage flywheels and battery systems. The company?s services include after sales services such as training, maintenance, fault analysis and troubleshooting, and remote system diagnosis and support. It serves various industries, including airports and naval, data hosting and IT, banking and finance, communications, industrial process, healthcare and energy. The company has presence in Europe, the Americas, Asia and the Middle East. Piller is headquartered at Osterode, Niedersachsen, Germany.","Piller Group GmbH (Piller) manufactures and distributes electrical power supply units and systems. Market presence, product portfolio and synergy with parent are its strengths, even as decline in business performance and limited management layers could remain cause for concern. The company could benefit from new contracts and product launches, and growth in global battery energy storage system. However, competition, regulations and technology environment could hamper its growth opportunities.",,Abgunst 24,37520,,,,12,49 55 22311414,www.piller.com,1909,Products: Rotary UPS 120kW-40MW Critical Power Modules with Flywheel 225kW up to 1.8MW CLEANSOURCE UPS Static UPS from 2kW up to 360kW Static Transfer Switch 25A up to 1600A Energy Storage Flywheels and Battery Systems Frequency Converters UB-V Series Active Power Product Range,Services: Technical Consultation Operator Training Functional Testing Maintenance Fault Analysis and Troubleshooting Remote System Diagnosis and Support Customer training,Brands: UNIBLOCK POWERBRIDGE CLEANSOURCE DeRUPS,Subsidiary,Germany,Niedersachsen,Osterode,Clean Technology,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
133490,Basler AG,Public,1900-01-05,194.26,849,49 4102 4630,"Basler AG (Basler) is a provider of industrial cameras and accessories. The company's offerings include area scan cameras, line scan cameras, network cameras, 3D cameras, powerpack microscopy, softwares, lenses, cables, and additional accessories. It also offers embedded vision kits, artificial intelligence (AI) vision solution kits, cameras for embedded vision and components for embedded vision. Basler?s products find its applications in industrial mass production, sport and entertainment, agriculture, security and surveillance, retail, medical technology, as well as in traffic control and others. The company operates in Europe, North America and Asia. Basler is headquartered in Ahrensburg, Germany.",,An Der Strusbek 60-62,,22926,BSL,A3AF7,,12,49 4102 463109,www.baslerweb.com,1988,Products:  Area Scan Cameras Line Scan Cameras Network Cameras CoaXPress 2.0-Cameras 3D Cameras Customized Basler Cameras  Accessories: Lenses  Lens Accessories  Data Cables  PC Cards  Network and Peripheral Devices  Software: Pylon Camera Software Suite  Basler ToF Software Basler Video Recording Software Basler Microscopy Software,,,Parent,Germany,,Ahrensburg,Technology and Communications,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.22,22.87,15.06,0,216.75,85.75,9.07,1333.59,1472.95,86.03,,0,0,52.03,8.87,11.77,11.98,108.48,8.14,12.63,13.15,66.97,31.43,15.38,15.28,17.38,17.88,5.49,26.48,11.48,4.78,0.58,0.2,1.7,25.78,88.23,,3.04,2.4,0.35,0.26,-0.07,0.92,8.8,1.07,1.86,5.69,3.99,0.08,2.67,17796.23,200716.14,1180.2,85.06,62.57,0.2,6.72,36.58,9.07,1277.38
218741,MS Industrie AG,Public,###############################################################################################################################################################################################################################################################,187,742,49 89 20500900,"MS Industrie AG (MS Industrie) is an industrial equipment provider that offers production of mechanical components and system components for commercial vehicles. The company manufactures special machines for the automotive industry and ultrasonic welding systems for the packaging industry. It is also involved in the acquisition, management and rental of commercial real estate properties, and provides management consulting services. MS Industrie offers automotive components and automotive systems for modern engines. The company offers custom-developed e-mobility solutions for freight applications. It has operations across Germany. The Company operates sites in Germany, Bulgaria, the United States, Brazil and China. MS Industrie is headquartered in Munich, Germany.",,Brienner Strasse 7,,80333,MSAG,A53CD,,12,49 89 20500999,www.ms-industrie.de,1991,Products:  Assemblies and Systems Bumpers Electric Motors Door Panels Instrument Panels Engines and Vehicle Covers  Aluminum Die Castings Ultrasonic Welding Systems,,,Parent,Germany,,Muenchen,Industrial Goods and Machinery,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.51,-10.74,5.87,5.08,195.52,117.36,0.64,56.64,128.19,3.39,,0,0,50.51,-4.55,-5.74,-6.43,102.08,-3.95,-8.44,-10.89,-13.46,-53.02,-87.9,-248.85,-144.67,-151.64,-27.55,-38.47,2.3,0.15,0,0,-0.28,47.54,105.74,,1.3,0.78,1.05,0.51,0.86,0.87,4.61,1.47,1.82,2.34,2.39,0.03,9.24,-10063.34,221074.13,49.5,3.39,7.47,,0.65,39.8,0.64,111.4
1589,KPS AG,Public,###############################################################################################################################################################################################################################################################,186.35,613,4989356310,"KPS AG (KPS) is a technology company that offers e-commerce and digital marketing services. The company offers consulting services in the areas of business transformation and process optimization. It offers e-business, wholesale, retail, manufacturing, supply chain management, logistics, service, finance, controlling and enterprise performance management, and others. KPS offers consulting services for enterprise resource planning solutions and technology and architecture. The company serves to technology, IT and architecture, groceries, manufacturing, electronics, utilities, automotive, retail and wholesale, furniture, fashion, consumer markets and logistics industries. KPS is headquartered in Munich, Germany.",,Beta-Str. 10h,,85774,KSC,A3EC4,,9,4.98936E+12,www.kps.com,2000,,Services :  Product Life-Cycle Management Enterprise Content Management System Architecture and Integration,,Independent,Germany,,Unterfoehring,Technology and Communications,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.28,16.08,0,0,198.37,122.81,1.18,181.16,230.8,19.8,,0,0,0,4.89,8.47,0,0,5.15,12.81,12.29,0,-578.59,0.56,-33.21,-33.21,-24.98,-7.87,-166.52,0,0,0,3.94,0.25,0,0,,0.96,0,0.93,0.48,0,0,0,0,0,0,0,0,0,0,0,,,,3.9,,,1.18,
181366,Nexus AG,Public,1900-01-10,185.75,1445,49 771 229600,"Nexus AG (Nexus) is a healthcare technology company that provides healthcare software solutions. The company provides products such as NEXUS and HIS, a hospital information system, NEXUS and DIS, a special ward and department solutions; and NEXUS and QM, a solution in quality management, among others. It provides integrated systems forward solutions, endoscopy, gynecology and obstetrics, neonatology, dermatology, pathology, radiology, and others. Nexus provides endoscopy solutions such as nexus, diagnosis management, workflow support, and others. The company supplies hospitals, rehabilitation institutions, senior citizen homes with IT applications, and others. It operates in Germany. Nexus is headquartered in Donaueschingen, Germany.",,Irmastrasse 1,,78166,NXU,A55C2,,12,49 771 22960999,www.nexus-ag.de,0,Products:  NEXUS HIS NEXUS DIS  NEXUS QM NEXUS Dental  Diagnosis Management  Workflow  Digital Endoscopy  Cardiology Gynecology Pathology Labrotory Mobile Diagonostic Solutions,Mobile Application,Brand:  NEXUS,Parent,Germany,,Donaueschingen,Medical Equipment,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22.7,0,0,254.4,117.37,6.47,997.13,1099.69,64.99,,0,0,86.9,9.15,12.22,12.02,663.28,6.92,11.79,12.41,89.48,200.29,7.93,10.09,37.59,14.17,10.36,-55.29,7.63,1.68,0.19,0.26,0.93,65.89,87.78,,1.18,1.15,0.17,0.15,-0.07,0.76,3.28,0.96,2.43,7.32,17.29,0,16.39,10322.49,112764.02,917.25,63.62,48.19,0.27,4.23,26,6.47,944.09
319998,Nabaltec AG,Public,###############################################################################################################################################################################################################################################################,181.92,478,49 9431 530,"Nabaltec AG (Nabaltec) is a manufacturer, developer and supplier of specialty chemicals based on aluminum hydroxide and aluminum oxide. The company product portfolio includes aluminum hydroxide, boehmite, magnesium hydroxide, aluminum oxides, ceramic bodies and synthetic mullite. It also offers non-halogenated flame-retardant fillers material, fillers and additives, ceramic raw materials and highly specialized ceramic raw materials. Nabaltec offers its products to different industries which include plastics industry, electronics industry and abrasives industry. The company operates through its joint venture which includes Nashtec LLC, which produces aluminum hydroxides located in Cropus Christi, the US. It has marketing and distribution facilities in Japan through its subsidiary Nabaltec Asia Pacific K.K. Nabaltec is headquartered in Schwandorf, Bavaria, Germany.",,Alustrasse 50 - 52,,92421,NTG,ADA88,,12,49 9431 53203,nabaltec.de,1994,Products:  Aluminum Hydroxide Aluminum Oxide Boehmite Ceramic Bodies Magnesium Hydroxide Synthetic Sintered Mullite Non-Halogenated Flame-Retardant Fillers Technical Ceramics Functional Fillers,,Brands:  APYRAL NABALOX APYRAL AOH APYMAG SYMULOX GRANALOX ACTILOX,Parent,Germany,,Schwandorf,Chemicals,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.4,-18.08,0,46.91,226.42,138.82,1.93,339.29,359.25,25.82,,0,0,45.71,-12.32,-9.94,-11.18,84.2,-8.97,-8.73,-25.58,-11.35,-29.63,-27.18,-129.96,-283.66,-185.16,-10.87,99.58,8.73,0,0,0.4,-0.42,31.65,109.94,,4.16,2.22,0.77,0.44,0.38,0.73,6.48,0.88,2.11,1.14,2.36,0,2.98,-41115.06,333841,302.72,25.82,14.62,0.41,1.56,14.36,1.93,309.86
1763505,First Sensor AG,Public,###############################################################################################################################################################################################################################################################,176.49,774,49 30 63992399,"First Sensor AG (First Sensor) is a developer and manufacturer of sensor systems. The company?s product portfolio includes cameras, power semiconductors, level sensors, optical sensors, hybrid circuits, advanced driver assistance systems, selenoid valves, electronic pressure controllers, flow sensors, miniature diaphragm pump, pressure and radiation sensors. It?s solutions are used for the conversion of non-electric variables such as radiation, light, pressure, flow rate, position, speed, fill level and others into electric variables for customers' electronic systems. First Sensor's products finds applications in various sectors including industrial, medical, and mobility. The company has operations in Germany, Sweden, Canada, the UK, the Netherlands and the US. First Sensor is headquartered in Berlin, Germany.",,Peter-Behrens-Strasse 15,,12459,SIS,A41D2,,12,49 30 63992333,www.first-sensor.com,1991,Products:  Optical Sensors Radiation Sensors Pressure Sensors Level Sensors Flow Sensors Inertial Sensors Cameras Power Semiconductors Pressure Transmitters,,,Subsidiary,Germany,,Berlin,Technology and Communications,,0,0,0,,0,,0,0.00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.66,62.97,0.2,0,204.94,52.13,2.77,537.42,512.84,9.06,,0,0,53.86,33.8,35.68,34.55,116.71,29.12,34.21,39.04,113.03,66.79,311.85,1944.66,1931.6,991.72,-4,205.2,13.03,0.97,0,0.43,5.8,41.63,64.32,,5.52,3.93,0.18,0.15,-0.19,0.86,6.74,0.96,1.67,3.17,2.21,0,1.87,67614.98,200020.67,473.91,9.06,8.41,0.43,2.5,6.93,2.77,449.87
