"","company","gi_page","name","value"
"2376","reports/challenger/2019/2019_sustainability_report.pdf","37","403-1 Worker’s representation Responsible practices - People and","character(0)"
"2377","reports/challenger/2019/2019_sustainability_report.pdf","37","GRI 403: in formal health and safety culture","character(0)"
"2378","reports/challenger/2019/2019_sustainability_report.pdf","37","Health and 403-2 Injuries, lost days, Performance and reference data -","c(""103"", ""1"", ""23"")"
"2379","reports/challenger/2019/2019_sustainability_report.pdf","37","GRI 404: 404-3 Percentage of employees Responsible practices - People and","c(""103"", ""2"", ""23"")"
"2380","reports/challenger/2019/2019_sustainability_report.pdf","37","GRI 405: 405-1 Diversity of governance Performance and reference data -","c(""103"", ""3"", ""23"")"
"2381","reports/challenger/2019/2019_sustainability_report.pdf","37","Opportunity 405-2 Ratio of basic salary and Performance and reference data -","character(0)"
"2382","reports/challenger/2019/2019_sustainability_report.pdf","nothing found","No pages/tables found","None"
"2383","reports/challenger/2017/2017_sustainability_report.pdf","34","1","No GRI code found"
"2384","reports/challenger/2017/2017_sustainability_report.pdf","35","1","No GRI code found"
"2385","reports/challenger/2017/2017_sustainability_report.pdf","nothing found","No pages/tables found","None"
"2386","reports/challenger/2017/2017_sustainability_report.pdf","37","1","No GRI code found"
"2387","reports/challenger/2017/2017_sustainability_report.pdf","38","GRI 418:","NULL"
"2388","reports/challenger/2017/2017_sustainability_report.pdf","38","GRI 401:","NULL"
"2389","reports/challenger/2017/2017_sustainability_report.pdf","38","401-3 Parental leave","NULL"
"2390","reports/challenger/2018/2018_sustainability_report.pdf","41","1","No GRI code found"
"2391","reports/challenger/2018/2018_sustainability_report.pdf","42","1","No GRI code found"
"2392","reports/challenger/2018/2018_sustainability_report.pdf","43","GRI 415: 415-1 Political contributions","10"
"2393","reports/challenger/2018/2018_sustainability_report.pdf","43","GRI 418: 418-1 Complaints concerning","10"
"2394","reports/challenger/2018/2018_sustainability_report.pdf","44","1","No GRI code found"
"2395","reports/challenger/2018/2018_sustainability_report.pdf","nothing found","No pages/tables found","None"
"2396","reports/charoen_pokphand_foo/2019/sustainability_report_2018.pdf","115","1","No GRI code found"
"2397","reports/charoen_pokphand_foo/2019/sustainability_report_2018.pdf","116","1","No GRI code found"
"2398","reports/charoen_pokphand_foo/2019/sustainability_report_2018.pdf","nothing found","No pages/tables found","None"
"2399","reports/charoen_pokphand_foo/2019/sustainability_report_2018.pdf","118","1","No GRI code found"
"2400","reports/charoen_pokphand_foo/2019/sustainability_report_2018.pdf","119","1","No GRI code found"
"2401","reports/charoen_pokphand_gro/2020/force_for_a_sustainable_life_seeding_the_future.pdf","nothing found","No pages/tables found","None"
"2402","reports/charoen_pokphand_gro/2020/force_for_a_sustainable_life_seeding_the_future.pdf","nothing found","No pages/tables found","None"
"2403","reports/charoen_pokphand_gro/2019/force_for_a_sustainable_life.pdf","nothing found","No pages/tables found","None"
"2404","reports/charoen_pokphand_gro/2019/force_for_a_sustainable_life.pdf","nothing found","No pages/tables found","None"
"2405","reports/chemplast_sanmar_lim/2019/a_responsive_today_a_resilient_tomorrow.pdf","68","1","No GRI code found"
"2406","reports/chemplast_sanmar_lim/2019/a_responsive_today_a_resilient_tomorrow.pdf","69","1","No GRI code found"
"2407","reports/chemplast_sanmar_lim/2019/a_responsive_today_a_resilient_tomorrow.pdf","70","1","No GRI code found"
"2408","reports/chemplast_sanmar_lim/2019/a_responsive_today_a_resilient_tomorrow.pdf","70","2","No GRI code found"
"2409","reports/chemplast_sanmar_lim/2019/a_responsive_today_a_resilient_tomorrow.pdf","71","1","No GRI code found"
"2410","reports/chemplast_sanmar_lim/2019/a_responsive_today_a_resilient_tomorrow.pdf","72","1","No GRI code found"
"2411","reports/chemplast_sanmar_lim/2018/beyond_milestones_sustainbaility_report_20172018.pdf","87","1","No GRI code found"
"2412","reports/chemplast_sanmar_lim/2018/beyond_milestones_sustainbaility_report_20172018.pdf","88","1","No GRI code found"
"2413","reports/chemplast_sanmar_lim/2018/beyond_milestones_sustainbaility_report_20172018.pdf","89","1","No GRI code found"
"2414","reports/chemplast_sanmar_lim/2018/beyond_milestones_sustainbaility_report_20172018.pdf","90","1","No tables to process"
"2415","reports/chemplast_sanmar_lim/2018/beyond_milestones_sustainbaility_report_20172018.pdf","91","1","No GRI code found"
"2416","reports/cherkizovo_group/2020/cherkizovo_group.pdf","233","1","No GRI code found"
"2417","reports/cherkizovo_group/2020/cherkizovo_group.pdf","234","1","No tables to process"
"2418","reports/cherkizovo_group/2020/cherkizovo_group.pdf","nothing found","No pages/tables found","None"
"2419","reports/cherkizovo_group/2020/cherkizovo_group.pdf","236","1","No tables to process"
"2420","reports/cherkizovo_group/2020/cherkizovo_group.pdf","237","1","No tables to process"
"2421","reports/cherkizovo_group/2019/cherkizovo_group.pdf","nothing found","No pages/tables found","None"
"2422","reports/cherkizovo_group/2019/cherkizovo_group.pdf","nothing found","No pages/tables found","None"
"2423","reports/cherkizovo_group/2019/cherkizovo_group.pdf","210","1","No GRI code found"
"2424","reports/cherkizovo_group/2019/cherkizovo_group.pdf","nothing found","No pages/tables found","None"
"2425","reports/cherkizovo_group/2019/cherkizovo_group.pdf","nothing found","No pages/tables found","None"
"2426","reports/china_airlines_cal/2019/2018_china_airlines_corporate_sustainability_report.pdf","151","1","No GRI code found"
"2427","reports/china_airlines_cal/2019/2018_china_airlines_corporate_sustainability_report.pdf","152","1","No GRI code found"
"2428","reports/china_airlines_cal/2019/2018_china_airlines_corporate_sustainability_report.pdf","153","1","No GRI code found"
"2429","reports/china_airlines_cal/2019/2018_china_airlines_corporate_sustainability_report.pdf","154","401-1 New employee hires and employee turnover","c(""64"", ""409"")"
"2430","reports/china_airlines_cal/2019/2018_china_airlines_corporate_sustainability_report.pdf","154","GRI 401:","character(0)"
"2431","reports/china_airlines_cal/2019/2018_china_airlines_corporate_sustainability_report.pdf","154","401-2 are not provided to temporary or part-time","76"
"2432","reports/china_airlines_cal/2019/2018_china_airlines_corporate_sustainability_report.pdf","154","401-3 Parental leave","76"
"2433","reports/china_airlines_cal/2019/2018_china_airlines_corporate_sustainability_report.pdf","154","GRI 402:","character(0)"
"2434","reports/china_airlines_cal/2019/2018_china_airlines_corporate_sustainability_report.pdf","154","402-1","76"
"2435","reports/china_airlines_cal/2019/2018_china_airlines_corporate_sustainability_report.pdf","154","403-1","85"
"2436","reports/china_airlines_cal/2019/2018_china_airlines_corporate_sustainability_report.pdf","154","GRI 403:","character(0)"
"2437","reports/china_airlines_cal/2019/2018_china_airlines_corporate_sustainability_report.pdf","154","403-2","85"
"2438","reports/china_airlines_cal/2019/2018_china_airlines_corporate_sustainability_report.pdf","154","403-8","85"
"2439","reports/china_airlines_cal/2019/2018_china_airlines_corporate_sustainability_report.pdf","155","1","No tables to process"
"2440","reports/china_banking_corpor/2019/2018_annual_financial_and_sustainability_report.pdf","nothing found","No pages/tables found","None"
"2441","reports/china_banking_corpor/2019/2018_annual_financial_and_sustainability_report.pdf","nothing found","No pages/tables found","None"
"2442","reports/china_banking_corpor/2019/2018_annual_financial_and_sustainability_report.pdf","nothing found","No pages/tables found","None"
"2443","reports/china_banking_corpor/2019/2018_annual_financial_and_sustainability_report.pdf","nothing found","No pages/tables found","None"
"2444","reports/china_banking_corpor/2019/2018_annual_financial_and_sustainability_report.pdf","nothing found","No pages/tables found","None"
"2445","reports/china_everbright_gre/2018/sustainability_report_2017.pdf","89","1","No GRI code found"
"2446","reports/china_everbright_gre/2018/sustainability_report_2017.pdf","90","1","No GRI code found"
"2447","reports/china_everbright_gre/2018/sustainability_report_2017.pdf","91","1","No GRI code found"
"2448","reports/china_everbright_gre/2018/sustainability_report_2017.pdf","91","2","No GRI code found"
"2449","reports/china_everbright_gre/2018/sustainability_report_2017.pdf","91","3","No GRI code found"
"2450","reports/china_everbright_gre/2018/sustainability_report_2017.pdf","91","4","No GRI code found"
"2451","reports/china_everbright_gre/2018/sustainability_report_2017.pdf","91","5","No GRI code found"
"2452","reports/china_everbright_gre/2018/sustainability_report_2017.pdf","92","1","No tables to process"
"2453","reports/china_everbright_gre/2018/sustainability_report_2017.pdf","93","1","No tables to process"
"2454","reports/china_everbright_int/2018/sustainability_report_2017.pdf","103","1","No GRI code found"
"2455","reports/china_everbright_int/2018/sustainability_report_2017.pdf","104","1","No GRI code found"
"2456","reports/china_everbright_int/2018/sustainability_report_2017.pdf","105","1","No tables to process"
"2457","reports/china_everbright_int/2018/sustainability_report_2017.pdf","106","1","No tables to process"
"2458","reports/china_everbright_int/2018/sustainability_report_2017.pdf","107","1","No tables to process"
"2459","reports/china_metal_products/2018/china_metal_products_co_ltd.pdf","nothing found","No pages/tables found","None"
"2460","reports/china_metal_products/2018/china_metal_products_co_ltd.pdf","126","1","No GRI code found"
"2461","reports/china_metal_products/2018/china_metal_products_co_ltd.pdf","127","1","No GRI code found"
"2462","reports/china_metal_products/2018/china_metal_products_co_ltd.pdf","128","1","No GRI code found"
"2463","reports/china_metal_products/2018/china_metal_products_co_ltd.pdf","129","1","No GRI code found"
"2464","reports/china_metal_products/2018/china_metal_products_co_ltd.pdf","129","2","No GRI code found"
"2465","reports/china_resources_snow/2019/china_resources_snow_breweries.pdf","nothing found","No pages/tables found","None"
"2466","reports/china_resources_snow/2019/china_resources_snow_breweries.pdf","nothing found","No pages/tables found","None"
"2467","reports/chipotle_mexican_gri/2018/sustainability_report_2016.pdf","75","1","No GRI code found"
"2468","reports/chipotle_mexican_gri/2018/sustainability_report_2016.pdf","nothing found","No pages/tables found","None"
"2469","reports/chipotle_mexican_gri/2018/sustainability_report_2016.pdf","nothing found","No pages/tables found","None"
"2470","reports/chipotle_mexican_gri/2018/sustainability_report_2016.pdf","nothing found","No pages/tables found","None"
"2471","reports/chipotle_mexican_gri/2018/sustainability_report_2016.pdf","nothing found","No pages/tables found","None"
"2472","reports/chubb_seguros_ecuado/2019/memoria_de_sostenibilidad_2018.pdf","nothing found","No pages/tables found","None"
"2473","reports/chubb_seguros_ecuado/2019/memoria_de_sostenibilidad_2018.pdf","nothing found","No pages/tables found","None"
"2474","reports/cia_hering/2020/relatorio_2019.pdf","nothing found","No pages/tables found","None"
"2475","reports/cia_hering/2020/relatorio_2019.pdf","82","1","No GRI code found"
"2476","reports/cia_hering/2020/relatorio_2019.pdf","nothing found","No pages/tables found","None"
"2477","reports/cia_hering/2020/relatorio_2019.pdf","nothing found","No pages/tables found","None"
"2478","reports/cia_hering/2020/relatorio_2019.pdf","nothing found","No pages/tables found","None"
"2479","reports/cic_consulting_infor/2018/memoria_de_responsabilidad_social_corporativa_cic_2018.pdf","nothing found","No pages/tables found","None"
"2480","reports/cic_consulting_infor/2018/memoria_de_responsabilidad_social_corporativa_cic_2018.pdf","nothing found","No pages/tables found","None"
"2481","reports/cic_consulting_infor/2018/memoria_de_responsabilidad_social_corporativa_cic_2018.pdf","nothing found","No pages/tables found","None"
"2482","reports/cic_consulting_infor/2018/memoria_de_responsabilidad_social_corporativa_cic_2018.pdf","nothing found","No pages/tables found","None"
"2483","reports/cic_consulting_infor/2018/memoria_de_responsabilidad_social_corporativa_cic_2018.pdf","nothing found","No pages/tables found","None"
"2484","reports/cic_consulting_infor/2016/memoria_de_responsabilidad_social_corporativa_cic_2016.pdf","70","1","No GRI code found"
"2485","reports/cic_consulting_infor/2016/memoria_de_responsabilidad_social_corporativa_cic_2016.pdf","71","1","No GRI code found"
"2486","reports/cic_consulting_infor/2016/memoria_de_responsabilidad_social_corporativa_cic_2016.pdf","72","1","No GRI code found"
"2487","reports/cic_consulting_infor/2016/memoria_de_responsabilidad_social_corporativa_cic_2016.pdf","73","1","No GRI code found"
"2488","reports/cic_consulting_infor/2016/memoria_de_responsabilidad_social_corporativa_cic_2016.pdf","74","1","No GRI code found"
"2489","reports/cic_consulting_infor/2017/memoria_de_responsabilidad_social_corporativa_cic_2017.pdf","nothing found","No pages/tables found","None"
"2490","reports/cic_consulting_infor/2017/memoria_de_responsabilidad_social_corporativa_cic_2017.pdf","nothing found","No pages/tables found","None"
"2491","reports/cic_consulting_infor/2017/memoria_de_responsabilidad_social_corporativa_cic_2017.pdf","nothing found","No pages/tables found","None"
"2492","reports/cic_consulting_infor/2017/memoria_de_responsabilidad_social_corporativa_cic_2017.pdf","92","1","No GRI code found"
"2493","reports/cic_consulting_infor/2017/memoria_de_responsabilidad_social_corporativa_cic_2017.pdf","93","1","No tables to process"
"2494","reports/cigna/2018/2017_corporate_responsibility_report.pdf","nothing found","No pages/tables found","None"
"2495","reports/cigna/2018/2017_corporate_responsibility_report.pdf","102","1","No GRI code found"
"2496","reports/cigna/2018/2017_corporate_responsibility_report.pdf","103","1","No GRI code found"
"2497","reports/cigna/2018/2017_corporate_responsibility_report.pdf","104","1","No GRI code found"
"2498","reports/cigna/2018/2017_corporate_responsibility_report.pdf","105","1","No tables to process"
"2499","reports/cimb_group/2019/sustainability_report_2018.pdf","nothing found","No pages/tables found","None"
"2500","reports/cimb_group/2019/sustainability_report_2018.pdf","nothing found","No pages/tables found","None"
"2501","reports/cimb_group/2019/sustainability_report_2018.pdf","133","1","No tables to process"
"2502","reports/cimb_group/2019/sustainability_report_2018.pdf","134","1","No GRI code found"
"2503","reports/cimb_group/2019/sustainability_report_2018.pdf","134","2","No GRI code found"
"2504","reports/cimb_group/2019/sustainability_report_2018.pdf","134","3","No GRI code found"
"2505","reports/cimb_group/2019/sustainability_report_2018.pdf","135","1","No GRI code found"
"2506","reports/cimb_group/2019/sustainability_report_2018.pdf","135","2","No GRI code found"
"2507","reports/cimb_niaga/2020/pt_bank_cimb_niaga_tbk_sustainability_report_2019.pdf","104","1","No tables to process"
"2508","reports/cimb_niaga/2020/pt_bank_cimb_niaga_tbk_sustainability_report_2019.pdf","105","1","No GRI code found"
"2509","reports/cimb_niaga/2020/pt_bank_cimb_niaga_tbk_sustainability_report_2019.pdf","106","1","No GRI code found"
"2510","reports/cimb_niaga/2020/pt_bank_cimb_niaga_tbk_sustainability_report_2019.pdf","106","2","No GRI code found"
"2511","reports/cimb_niaga/2020/pt_bank_cimb_niaga_tbk_sustainability_report_2019.pdf","107","1","No tables to process"
"2512","reports/cimb_niaga/2020/pt_bank_cimb_niaga_tbk_sustainability_report_2019.pdf","108","1","No GRI code found"
"2513","reports/cimb_niaga/2019/pt_bank_cimb_niaga_tbk_sustainability_report_2018.pdf","nothing found","No pages/tables found","None"
"2514","reports/cimb_niaga/2019/pt_bank_cimb_niaga_tbk_sustainability_report_2018.pdf","nothing found","No pages/tables found","None"
"2515","reports/cimb_niaga/2019/pt_bank_cimb_niaga_tbk_sustainability_report_2018.pdf","97","1","No GRI code found"
"2516","reports/cimb_niaga/2019/pt_bank_cimb_niaga_tbk_sustainability_report_2018.pdf","98","1","No tables to process"
"2517","reports/cimb_niaga/2019/pt_bank_cimb_niaga_tbk_sustainability_report_2018.pdf","99","1","No tables to process"
"2518","reports/cisco_systems_inc/2019/2019_corporate_social_responsibility_report.pdf","nothing found","No pages/tables found","None"
"2519","reports/cisco_systems_inc/2019/2019_corporate_social_responsibility_report.pdf","220","1","No tables to process"
"2520","reports/cisco_systems_inc/2019/2019_corporate_social_responsibility_report.pdf","nothing found","No pages/tables found","None"
"2521","reports/cisco_systems_inc/2019/2019_corporate_social_responsibility_report.pdf","222","1","No tables to process"
"2522","reports/cisco_systems_inc/2019/2019_corporate_social_responsibility_report.pdf","223","1","No tables to process"
"2523","reports/cisco_systems_inc/2017/2017_corporate_social_responsibility_report.pdf","nothing found","No pages/tables found","None"
"2524","reports/cisco_systems_inc/2017/2017_corporate_social_responsibility_report.pdf","nothing found","No pages/tables found","None"
"2525","reports/cisco_systems_inc/2017/2017_corporate_social_responsibility_report.pdf","nothing found","No pages/tables found","None"
"2526","reports/cisco_systems_inc/2017/2017_corporate_social_responsibility_report.pdf","134","1","No GRI code found"
"2527","reports/cisco_systems_inc/2017/2017_corporate_social_responsibility_report.pdf","nothing found","No pages/tables found","None"
"2528","reports/cisco_systems_inc/2018/2018_corporate_social_responsibility_report.pdf","nothing found","No pages/tables found","None"
"2529","reports/cisco_systems_inc/2018/2018_corporate_social_responsibility_report.pdf","165","1","No GRI code found"
"2530","reports/cisco_systems_inc/2018/2018_corporate_social_responsibility_report.pdf","nothing found","No pages/tables found","None"
"2531","reports/cisco_systems_inc/2018/2018_corporate_social_responsibility_report.pdf","167","1","No GRI code found"
"2532","reports/cisco_systems_inc/2018/2018_corporate_social_responsibility_report.pdf","168","1","No GRI code found"
"2533","reports/citibanamex/2019/informe_de_ciudadania_corporativa_2018.pdf","nothing found","No pages/tables found","None"
"2534","reports/citibanamex/2019/informe_de_ciudadania_corporativa_2018.pdf","nothing found","No pages/tables found","None"
"2535","reports/city_developments_li/2020/changing_the_climate_changing_the_future.pdf","115","1","No GRI code found"
"2536","reports/city_developments_li/2020/changing_the_climate_changing_the_future.pdf","116","1","No GRI code found"
"2537","reports/city_developments_li/2020/changing_the_climate_changing_the_future.pdf","117","1","No GRI code found"
"2538","reports/city_developments_li/2020/changing_the_climate_changing_the_future.pdf","118","1","No tables to process"
"2539","reports/city_developments_li/2020/changing_the_climate_changing_the_future.pdf","119","1","No GRI code found"
"2540","reports/city_developments_li/2020/changing_the_climate_changing_the_future.pdf","119","2","No GRI code found"
"2541","reports/city_developments_li/2019/changing_the_climate_towards_future_value_2030_goals.pdf","124","1","No GRI code found"
"2542","reports/city_developments_li/2019/changing_the_climate_towards_future_value_2030_goals.pdf","125","1","No GRI code found"
"2543","reports/city_developments_li/2019/changing_the_climate_towards_future_value_2030_goals.pdf","126","1","No GRI code found"
"2544","reports/city_developments_li/2019/changing_the_climate_towards_future_value_2030_goals.pdf","127","1","No tables to process"
"2545","reports/city_developments_li/2019/changing_the_climate_towards_future_value_2030_goals.pdf","128","1","No tables to process"
"2546","reports/clariant/2020/clariant_gri_report_2019.pdf","nothing found","No pages/tables found","None"
"2547","reports/clariant/2020/clariant_gri_report_2019.pdf","nothing found","No pages/tables found","None"
"2548","reports/clariant/2020/clariant_gri_report_2019.pdf","nothing found","No pages/tables found","None"
"2549","reports/clariant/2020/clariant_gri_report_2019.pdf","nothing found","No pages/tables found","None"
"2550","reports/clariant/2020/clariant_gri_report_2019.pdf","nothing found","No pages/tables found","None"
"2551","reports/cleveland_clinic/2019/serving_our_present_caring_for_our_future_2019_sustainability_global_citizenship_report.pdf","5","1","No tables to process"
"2552","reports/cleveland_clinic/2019/serving_our_present_caring_for_our_future_2019_sustainability_global_citizenship_report.pdf","6","1","No tables to process"
"2553","reports/cleveland_clinic/2019/serving_our_present_caring_for_our_future_2019_sustainability_global_citizenship_report.pdf","7","1","No tables to process"
"2554","reports/cleveland_clinic/2019/serving_our_present_caring_for_our_future_2019_sustainability_global_citizenship_report.pdf","8","1","No tables to process"
"2555","reports/cleveland_clinic/2019/serving_our_present_caring_for_our_future_2019_sustainability_global_citizenship_report.pdf","9","1","No tables to process"
"2556","reports/clinica_cruz_celeste/2020/informe_de_sustentabilidad_2019.pdf","nothing found","No pages/tables found","None"
"2557","reports/clinica_cruz_celeste/2020/informe_de_sustentabilidad_2019.pdf","nothing found","No pages/tables found","None"
"2558","reports/clinica_sagrado_cora/2020/informe_de_gestion_y_sostenibilidad.pdf","65","1","No GRI code found"
"2559","reports/clinica_sagrado_cora/2020/informe_de_gestion_y_sostenibilidad.pdf","66","1","No GRI code found"
"2560","reports/clinica_sagrado_cora/2020/informe_de_gestion_y_sostenibilidad.pdf","67","GRI 401-1","NULL"
"2561","reports/clinica_sagrado_cora/2020/informe_de_gestion_y_sostenibilidad.pdf","67","GRI 401-3","NULL"
"2562","reports/clinica_sagrado_cora/2020/informe_de_gestion_y_sostenibilidad.pdf","67","GRI 403-1","NULL"
"2563","reports/clinica_sagrado_cora/2020/informe_de_gestion_y_sostenibilidad.pdf","67","GRI 403-2","NULL"
"2564","reports/clinica_sagrado_cora/2020/informe_de_gestion_y_sostenibilidad.pdf","67","GRI 403-3","NULL"
"2565","reports/clinica_sagrado_cora/2020/informe_de_gestion_y_sostenibilidad.pdf","67","GRI 404-3","NULL"
"2566","reports/clinica_sagrado_cora/2020/informe_de_gestion_y_sostenibilidad.pdf","nothing found","No pages/tables found","None"
"2567","reports/clinica_sagrado_cora/2018/informe_de_sostenibilidad.pdf","nothing found","No pages/tables found","None"
"2568","reports/clinica_sagrado_cora/2018/informe_de_sostenibilidad.pdf","nothing found","No pages/tables found","None"
"2569","reports/clinica_universidad/2020/informe_responsabilidad_social_2019.pdf","120","1","No tables to process"
"2570","reports/clinica_universidad/2020/informe_responsabilidad_social_2019.pdf","121","1","No GRI code found"
"2571","reports/cloetta/2019/cloetta_annual_report.pdf","nothing found","No pages/tables found","None"
"2572","reports/cloetta/2019/cloetta_annual_report.pdf","nothing found","No pages/tables found","None"
"2573","reports/cloetta/2019/cloetta_annual_report.pdf","155","1","No GRI code found"
"2574","reports/cloetta/2019/cloetta_annual_report.pdf","156","1","No tables to process"
"2575","reports/cloetta/2019/cloetta_annual_report.pdf","nothing found","No pages/tables found","None"
"2576","reports/cloetta/2020/cloetta_annual_and_sustainability_report.pdf","153","1","No GRI code found"
"2577","reports/cloetta/2020/cloetta_annual_and_sustainability_report.pdf","nothing found","No pages/tables found","None"
"2578","reports/cloetta/2020/cloetta_annual_and_sustainability_report.pdf","155","1","No GRI code found"
"2579","reports/cloetta/2020/cloetta_annual_and_sustainability_report.pdf","156","1","No GRI code found"
"2580","reports/cloetta/2020/cloetta_annual_and_sustainability_report.pdf","157","1","No GRI code found"
"2581","reports/cloetta/2020/cloetta_annual_and_sustainability_report.pdf","157","2","No GRI code found"
"2582","reports/cms_group/2019/cms_20172018_sustainability_report.pdf","62","1","No GRI code found"
"2583","reports/cms_group/2019/cms_20172018_sustainability_report.pdf","63","1","No GRI code found"
"2584","reports/cms_group/2019/cms_20172018_sustainability_report.pdf","64","1","No GRI code found"
"2585","reports/cms_group/2019/cms_20172018_sustainability_report.pdf","65","GRI 403: Iş Sağlığı ve","character(0)"
"2586","reports/cms_group/2019/cms_20172018_sustainability_report.pdf","65","403-2","44"
"2587","reports/cms_group/2019/cms_20172018_sustainability_report.pdf","65","403-3","46"
"2588","reports/cms_group/2019/cms_20172018_sustainability_report.pdf","65","403-4","46"
"2589","reports/cms_group/2019/cms_20172018_sustainability_report.pdf","65","403-5","44"
"2590","reports/cms_group/2019/cms_20172018_sustainability_report.pdf","65","403-6","46"
"2591","reports/cms_group/2019/cms_20172018_sustainability_report.pdf","65","403-7","c(""43"", ""45"")"
"2592","reports/cms_group/2019/cms_20172018_sustainability_report.pdf","65","403-8","c(""43"", ""46"")"
"2593","reports/cms_group/2019/cms_20172018_sustainability_report.pdf","65","403-9","45"
"2594","reports/cms_group/2019/cms_20172018_sustainability_report.pdf","65","403-10","46"
"2595","reports/cms_group/2019/cms_20172018_sustainability_report.pdf","66","GRI 404: Eğitim ve","character(0)"
"2596","reports/cms_group/2019/cms_20172018_sustainability_report.pdf","66","404-2","39"
"2597","reports/cms_group/2019/cms_20172018_sustainability_report.pdf","66","404-3","39"
"2598","reports/cms_group/2019/cms_20172018_sustainability_report.pdf","66","401-2","c(""14"", ""36"", ""38"")"
"2599","reports/cms_group/2019/cms_20172018_sustainability_report.pdf","66","401-3","c(""14"", ""36"", ""38"")"
"2600","reports/cms_group/2019/cms_20172018_sustainability_report.pdf","66","403-1","c(""43"", ""46"")"
"2601","reports/cms_group/2017/cms_grup_surdurulebilirlik_raporu_2016.pdf","nothing found","No pages/tables found","None"
"2602","reports/cms_group/2017/cms_grup_surdurulebilirlik_raporu_2016.pdf","nothing found","No pages/tables found","None"
"2603","reports/cms_group/2017/cms_grup_surdurulebilirlik_raporu_2016.pdf","nothing found","No pages/tables found","None"
"2604","reports/cms_group/2017/cms_grup_surdurulebilirlik_raporu_2016.pdf","nothing found","No pages/tables found","None"
"2605","reports/cms_group/2017/cms_grup_surdurulebilirlik_raporu_2016.pdf","59","1","No GRI code found"
"2606","reports/cnh_industrial/2020/2019_sustainability_report.pdf","nothing found","No pages/tables found","None"
"2607","reports/cnh_industrial/2020/2019_sustainability_report.pdf","263","1","No GRI code found"
"2608","reports/cnh_industrial/2020/2019_sustainability_report.pdf","264","1","No tables to process"
"2609","reports/cnh_industrial/2020/2019_sustainability_report.pdf","265","","No GRI code found"
"2610","reports/cnh_industrial/2020/2019_sustainability_report.pdf","265","","No GRI code found"
"2611","reports/cnh_industrial/2020/2019_sustainability_report.pdf","265","","No GRI code found"
"2612","reports/cnh_industrial/2020/2019_sustainability_report.pdf","265","","No GRI code found"
"2613","reports/cnh_industrial/2020/2019_sustainability_report.pdf","265","403-1 Workers representation in formal joint management-","100"
"2614","reports/cnh_industrial/2020/2019_sustainability_report.pdf","265","GRI 403:","character(0)"
"2615","reports/cnh_industrial/2020/2019_sustainability_report.pdf","265","403-2 Types of injury and rates of injury, occupational diseases,","c(""81"", ""233"", ""244"", ""245"")"
"2616","reports/cnh_industrial/2020/2019_sustainability_report.pdf","265","403-4 Health and safety topics covered in formal agreements","101"
"2617","reports/cnh_industrial/2020/2019_sustainability_report.pdf","266","1","No tables to process"
"2618","reports/cnh_industrial/2017/2016_sustainability_report.pdf","282","1","No GRI code found"
"2619","reports/cnh_industrial/2017/2016_sustainability_report.pdf","283","1","No GRI code found"
"2620","reports/cnh_industrial/2017/2016_sustainability_report.pdf","284","1","No GRI code found"
"2621","reports/cnh_industrial/2017/2016_sustainability_report.pdf","284","2","No GRI code found"
"2622","reports/cnh_industrial/2017/2016_sustainability_report.pdf","284","3","No GRI code found"
"2623","reports/cnh_industrial/2017/2016_sustainability_report.pdf","284","4","No GRI code found"
"2624","reports/cnh_industrial/2017/2016_sustainability_report.pdf","284","5","No GRI code found"
"2625","reports/cnh_industrial/2017/2016_sustainability_report.pdf","284","6","No GRI code found"
"2626","reports/cnh_industrial/2017/2016_sustainability_report.pdf","285","","No GRI code found"
"2627","reports/cnh_industrial/2017/2016_sustainability_report.pdf","285","","No GRI code found"
"2628","reports/cnh_industrial/2017/2016_sustainability_report.pdf","285","","No GRI code found"
"2629","reports/cnh_industrial/2017/2016_sustainability_report.pdf","285","","No GRI code found"
"2630","reports/cnh_industrial/2017/2016_sustainability_report.pdf","285","GRI 404:","c(""404"", ""2"")"
"2631","reports/cnh_industrial/2017/2016_sustainability_report.pdf","285","GRI 413: Local","character(0)"
"2632","reports/cnh_industrial/2017/2016_sustainability_report.pdf","285","GRI 414:","c(""414"", ""1"")"
"2633","reports/cnh_industrial/2017/2016_sustainability_report.pdf","286","1","No GRI code found"
"2634","reports/cnh_industrial/2017/2016_sustainability_report.pdf","286","2","No GRI code found"
"2635","reports/cnh_industrial/2017/2016_sustainability_report.pdf","286","3","No GRI code found"
"2636","reports/cnh_industrial/2018/sustainability_report_2017.pdf","274","1","No GRI code found"
"2637","reports/cnh_industrial/2018/sustainability_report_2017.pdf","275","1","No GRI code found"
"2638","reports/cnh_industrial/2018/sustainability_report_2017.pdf","275","2","No GRI code found"
"2639","reports/cnh_industrial/2018/sustainability_report_2017.pdf","276","1","No GRI code found"
"2640","reports/cnh_industrial/2018/sustainability_report_2017.pdf","276","2","No GRI code found"
"2641","reports/cnh_industrial/2018/sustainability_report_2017.pdf","276","3","No GRI code found"
"2642","reports/cnh_industrial/2018/sustainability_report_2017.pdf","276","4","No GRI code found"
"2643","reports/cnh_industrial/2018/sustainability_report_2017.pdf","276","5","No GRI code found"
"2644","reports/cnh_industrial/2018/sustainability_report_2017.pdf","277","","No GRI code found"
"2645","reports/cnh_industrial/2018/sustainability_report_2017.pdf","277","","No GRI code found"
"2646","reports/cnh_industrial/2018/sustainability_report_2017.pdf","277","","No GRI code found"
